data.type,age,d13C,formation,member,taxon,sample.id,reference,notes
enamel,3.03,-2.7,Hadar,KadaHadar,Elephas,A.L. 690,"Wynn et al., 2016",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,3.03,-3.3,Hadar,KadaHadar,Elephas,A.L. 685,"Wynn et al., 2016",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,3.03,-1.9,Hadar,KadaHadar,Elephas,A.L. 684,"Wynn et al., 2016",
enamel,3.03,-0.3,Hadar,KadaHadar,Elephas,A.L. 685,"Wynn et al., 2016",
enamel,3.03,1.6,Hadar,KadaHadar,Elephas,A.L. 475,"Wynn et al., 2016",
enamel,3.03,0.4,Hadar,KadaHadar,Elephas,A.L. 490,"Wynn et al., 2016",
enamel,3.03,0.2,Hadar,KadaHadar,Elephas,A.L. 503,"Wynn et al., 2016",
enamel,3.03,-0.2,Hadar,KadaHadar,Elephas,A.L. 502,"Wynn et al., 2016",
enamel,3.03,-5,Hadar,KadaHadar,Elephas,A.L. 503,"Wynn et al., 2016",
enamel,3.03,-2.7,Hadar,KadaHadar,Elephas,A.L. 685,"Wynn et al., 2016",
enamel,3.03,-2.6,Hadar,KadaHadar,Elephas,A.L. 684,"Wynn et al., 2016",
enamel,3.03,0.3,Hadar,KadaHadar,Eurygnathohippus,A.L. 498,"Wynn et al., 2016",
enamel,3.03,1.6,Hadar,KadaHadar,Eurygnathohippus,A.L. 518,"Wynn et al., 2016",
enamel,3.03,0.2,Hadar,KadaHadar,Eurygnathohippus,A.L. 1002,"Wynn et al., 2016",
enamel,3.03,0.6,Hadar,KadaHadar,Eurygnathohippus,A.L. 438,"Wynn et al., 2016",
enamel,3.03,1.4,Hadar,KadaHadar,Eurygnathohippus,A.L. 731,"Wynn et al., 2016",
enamel,3.03,2.3,Hadar,KadaHadar,Eurygnathohippus,A.L. 498,"Wynn et al., 2016",
enamel,3.03,-2.5,Hadar,KadaHadar,Eurygnathohippus,A.L. 942,"Wynn et al., 2016",
enamel,3.03,0.5,Hadar,KadaHadar,Eurygnathohippus,A.L. 481,"Wynn et al., 2016",
enamel,3.03,0,Hadar,KadaHadar,Eurygnathohippus,A.L. 726,"Wynn et al., 2016",
enamel,3.03,-0.2,Hadar,KadaHadar,Eurygnathohippus,A.L. 469,"Wynn et al., 2016",
enamel,3.03,0.3,Hadar,KadaHadar,Eurygnathohippus,A.L. 469,"Wynn et al., 2016",
enamel,3.03,-0.6,Hadar,KadaHadar,Eurygnathohippus,A.L. 498,"Wynn et al., 2016",
enamel,3.03,-2.6,Hadar,KadaHadar,Eurygnathohippus,A.L. 498,"Wynn et al., 2016",
enamel,3.03,-11.4,Hadar,KadaHadar,Giraffa,A.L. 500,"Wynn et al., 2016",
enamel,3.03,-10.7,Hadar,KadaHadar,Giraffa,A.L. 439,"Wynn et al., 2016",
enamel,3.03,-10.2,Hadar,KadaHadar,Giraffa,A.L. 439,"Wynn et al., 2016",
enamel,3.03,-14.8,Hadar,KadaHadar,Giraffa,A.L. 361,"Wynn et al., 2016",
enamel,3.03,-10.7,Hadar,KadaHadar,Giraffa,A.L. 489,"Wynn et al., 2016",
enamel,3.03,-10.9,Hadar,KadaHadar,Giraffa,A.L. 1462,"Wynn et al., 2016",
enamel,3.03,-4,Hadar,KadaHadar,Hippopotamidae,A.L. 688,"Wynn et al., 2016",
enamel,3.03,-4.7,Hadar,KadaHadar,Hippopotamidae,A.L. 644,"Wynn et al., 2016",
enamel,3.03,0.7,Hadar,KadaHadar,Hippopotamidae,A.L. 687,"Wynn et al., 2016",
enamel,3.03,-2.4,Hadar,KadaHadar,Kolpochoerus,A.L. 516,"Wynn et al., 2016",
enamel,3.03,-2.9,Hadar,KadaHadar,Kolpochoerus,A.L. 518,"Wynn et al., 2016",
enamel,3.03,-2.3,Hadar,KadaHadar,Kolpochoerus,A.L. 516,"Wynn et al., 2016",
enamel,3.03,-4.8,Hadar,KadaHadar,Kolpochoerus,A.L. 1012,"Wynn et al., 2016",
enamel,3.03,-4.8,Hadar,KadaHadar,Kolpochoerus,A.L. 920,"Wynn et al., 2016",
enamel,3.03,-2.5,Hadar,KadaHadar,Kolpochoerus,A.L. 727,"Wynn et al., 2016",
enamel,3.03,-1,Hadar,KadaHadar,Kolpochoerus,A.L. 727,"Wynn et al., 2016",
enamel,3.03,-1.9,Hadar,KadaHadar,Kolpochoerus,A.L. 1019,"Wynn et al., 2016",
enamel,3.03,-1.4,Hadar,KadaHadar,Kolpochoerus,A.L. 1012,"Wynn et al., 2016",
enamel,3.03,-1.4,Hadar,KadaHadar,Kolpochoerus,A.L. 1012,"Wynn et al., 2016",
enamel,3.03,-2.9,Hadar,KadaHadar,Kolpochoerus,A.L. 1012,"Wynn et al., 2016",
enamel,3.03,1.8,Hadar,KadaHadar,Kolpochoerus,A.L. 809,"Wynn et al., 2016",
enamel,3.03,-4.6,Hadar,KadaHadar,Kolpochoerus,A.L. 920,"Wynn et al., 2016",
enamel,3.03,-9.2,Hadar,KadaHadar,Kolpochoerus,A.L. 455,"Wynn et al., 2016",
enamel,3.03,-2.5,Hadar,KadaHadar,Notochoerus,A.L. 689,"Wynn et al., 2016",
enamel,3.03,-0.5,Hadar,KadaHadar,Notochoerus,A.L. 452,"Wynn et al., 2016",
enamel,3.03,-1.6,Hadar,KadaHadar,Notochoerus,A.L. 361,"Wynn et al., 2016",
enamel,3.03,-1.5,Hadar,KadaHadar,Notochoerus,A.L. 685,"Wynn et al., 2016",
enamel,3.03,-4,Hadar,KadaHadar,Notochoerus,A.L. 694,"Wynn et al., 2016",
enamel,3.03,-1.4,Hadar,KadaHadar,Notochoerus,A.L. 694,"Wynn et al., 2016",
enamel,3.03,-1.7,Hadar,KadaHadar,Notochoerus,A.L. 667,"Wynn et al., 2016",
enamel,3.03,-1.9,Hadar,KadaHadar,Notochoerus,A.L. 685,"Wynn et al., 2016",
enamel,3.03,-1.1,Hadar,KadaHadar,Notochoerus,A.L. 452,"Wynn et al., 2016",
enamel,3.03,-0.3,Hadar,KadaHadar,Notochoerus,A.L. 795,"Wynn et al., 2016",
enamel,3.03,-1.9,Hadar,KadaHadar,Notochoerus,A.L. 475,"Wynn et al., 2016",
enamel,3.03,0,Hadar,KadaHadar,Notochoerus,A.L. 361,"Wynn et al., 2016",
enamel,3.03,-1,Hadar,KadaHadar,Notochoerus,A.L. 478,"Wynn et al., 2016",
enamel,3.03,-11,Hadar,KadaHadar,Sivatherium,A.L. 989,"Wynn et al., 2016",
enamel,3.03,-5.9,Hadar,KadaHadar,Sivatherium,A.L. 1533,"Wynn et al., 2016",
enamel,3.03,-12.2,Hadar,KadaHadar,Sivatherium,A.L. 991,"Wynn et al., 2016",
enamel,3.03,-7,Hadar,KadaHadar,Sivatherium,A.L. 452,"Wynn et al., 2016",
enamel,3.03,-6.6,Hadar,KadaHadar,Theropithecus,A.L. 916,"Wynn et al., 2016",
enamel,3.03,-3.3,Hadar,KadaHadar,Theropithecus,A.L. 937,"Wynn et al., 2016",
enamel,3.03,-2.9,Hadar,KadaHadar,Tragelaphini,A.L. 1501,"Wynn et al., 2016",
enamel,3.03,-8.5,Hadar,KadaHadar,Tragelaphini,A.L. 1863,"Wynn et al., 2016",
enamel,3.03,-9.8,Hadar,KadaHadar,Tragelaphini,A.L. 868,"Wynn et al., 2016",
enamel,3.03,-3.3,Hadar,KadaHadar,Tragelaphini,A.L. 709,"Wynn et al., 2016",
enamel,3.03,-10.6,Hadar,KadaHadar,Tragelaphini,A.L. 1863,"Wynn et al., 2016",
enamel,3.03,-9.9,Hadar,KadaHadar,Tragelaphini,A.L. 868,"Wynn et al., 2016",
enamel,3.03,-2.1,Hadar,KadaHadar,Tragelaphini,A.L. 1501,"Wynn et al., 2016",
paleosol,3.02,-8.35,Hadar,KadaHadar,NA,HPS-30,Aronson et al. (2008),
paleosol,3.02,-7.42,Hadar,KadaHadar,NA,32,Aronson et al. (2008),
paleosol,3.02,-6.83,Hadar,KadaHadar,NA,29A,Aronson et al. (2008),
paleosol,2.98,-7.9,Hadar,KadaHadar,NA,102,Aronson et al. (2008),
paleosol,2.98,-8.18,Hadar,KadaHadar,NA,101,Aronson et al. (2008),
enamel,2.95,-6.6,Hadar,KadaHadar,Australopithecus,A.L.437–2,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,2.95,-10.2,Hadar,KadaHadar,Australopithecus,A.L.438–1h,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,2.95,-7.6,Hadar,KadaHadar,Australopithecus,A.L.440–1,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,2.95,-8,Hadar,KadaHadar,Australopithecus,A.L.444–2,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,2.95,-2.9,Hadar,KadaHadar,Australopithecus,A.L.452–18,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
enamel,2.95,-6.4,Hadar,KadaHadar,Australopithecus,A.L.462–7,"Wynn et al., 2013",member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
paleosol,2.93,-6.69,Hadar,KadaHadar,NA,103,Aronson et al. (2008),member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
paleosol,2.93,-6.53,Hadar,KadaHadar,NA,90,Aronson et al. (2008),member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
paleosol,2.93,-6.19,Hadar,KadaHadar,NA,92,Aronson et al. (2008),member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
paleosol,2.93,-5.92,Hadar,KadaHadar,NA,91,Aronson et al. (2008),member based on matching up sample numbers to localities (which then can be placed in members based on Fig. 2) in Aronson et al. 2008 Table 2
paleosol,3.53,-5.8,Koobi Fora,Lokochot,NA,1236,Cerling et al. (1988),
enamel,3.52,-2.6,Koobi Fora,Lokochot,Bovini,KNM-ER 5225,"Cerling et al., 2015",
enamel,3.52,-12.3,Koobi Fora,Lokochot,Deinotherium,KNM-ER 2885,"Cerling et al., 2015",
enamel,3.52,-13.1,Koobi Fora,Lokochot,Deinotherium,KNM-ER 3188,"Cerling et al., 2015",
enamel,3.52,-13.7,Koobi Fora,Lokochot,Deinotherium,KNM-ER 3198,"Cerling et al., 2015",
enamel,3.52,-0.5,Koobi Fora,Lokochot,Eurygnathohippus,f 13763,"Cerling et al., 2015",
enamel,3.52,-2,Koobi Fora,Lokochot,Eurygnathohippus,KNM-ER 2921,"Cerling et al., 2015",
enamel,3.52,-1.1,Koobi Fora,Lokochot,Eurygnathohippus,KNM-ER 2923,"Cerling et al., 2015",
enamel,3.52,0,Koobi Fora,Lokochot,Eurygnathohippus,KNM-ER 4080,"Cerling et al., 2015",
enamel,3.52,-12.5,Koobi Fora,Lokochot,Giraffa,KNM-ER 1488,"Cerling et al., 2015",
enamel,3.52,-11.8,Koobi Fora,Lokochot,Giraffa,KNM-ER 1489,"Cerling et al., 2015",
enamel,3.52,-2.6,Koobi Fora,Lokochot,Hippopotamidae,KNM-ER 2801,"Cerling et al., 2015",
enamel,3.52,-6.1,Koobi Fora,Lokochot,Hippopotamidae,KNM-ER 4119,"Cerling et al., 2015",
enamel,3.52,-2.6,Koobi Fora,Lokochot,Hippopotamidae,KNM-ER 4120,"Cerling et al., 2015",
enamel,3.52,-9.9,Koobi Fora,Lokochot,Hippopotamidae,KNM-ER 5231,"Cerling et al., 2015",
enamel,3.52,-7.6,Koobi Fora,Lokochot,Notochoerus,f 3663,"Cerling et al., 2015",
enamel,3.52,-0.7,Koobi Fora,Lokochot,Notochoerus,f 3686,"Cerling et al., 2015",
enamel,3.52,-0.6,Koobi Fora,Lokochot,Notochoerus,KNM-ER 225,"Cerling et al., 2015",
enamel,3.52,-2.1,Koobi Fora,Lokochot,Nyanzachoerus,KNM-ER 3177,"Cerling et al., 2015",
enamel,3.52,-9.3,Koobi Fora,Lokochot,Tragelaphini,KNM-ER 5855,"Cerling et al., 2015",
paleosol,3.52,-6.91,Koobi Fora,Lokochot,NA,129NL-17b,Levin et al. (2011),
paleosol,3.5,-8.74,Koobi Fora,Lokochot,NA,129NL-17c,Levin et al. (2011),
paleosol,3.48,-7.93,Koobi Fora,Lokochot,NA,129NL-17d,Levin et al. (2011),
paleosol,3.47,-7.94,Koobi Fora,Lokochot,NA,129NL-12c,Levin et al. (2011),
paleosol,3.46,-8.3,Koobi Fora,Lokochot,NA,659,Cerling et al. (1988),
paleosol,3.46,-8.31,Koobi Fora,Lokochot,NA,129NL-12b,Levin et al. (2011),
paleosol,3.46,-8.59,Koobi Fora,Lokochot,NA,129NL-10c,Levin et al. (2011),
paleosol,3.46,-8.06,Koobi Fora,Lokochot,NA,129NL-13d,Levin et al. (2011),
paleosol,3.46,-7.42,Koobi Fora,Lokochot,NA,117NL-19b,Levin et al. (2011),
paleosol,3.45,-9.11,Koobi Fora,Lokochot,NA,117NL-20a,Levin et al. (2011),
paleosol,3.45,-7.86,Koobi Fora,Lokochot,NA,129NL-13c,Levin et al. (2011),
paleosol,3.45,-8.11,Koobi Fora,Lokochot,NA,129NL-10b,Levin et al. (2011),
paleosol,3.45,-7.87,Koobi Fora,Lokochot,NA,129NL-11b,Levin et al. (2011),
paleosol,3.45,-8.14,Koobi Fora,Lokochot,NA,117NL-16a,Levin et al. (2011),
paleosol,3.45,-7.97,Koobi Fora,Lokochot,NA,129NL-08B1,Levin et al. (2011),
paleosol,3.45,-6.31,Koobi Fora,Lokochot,NA,129NL-13b,Levin et al. (2011),
paleosol,3.45,-7.68,Koobi Fora,Lokochot,NA,129NL-08C,Levin et al. (2011),
paleosol,3.44,-8.24,Koobi Fora,Lokochot,NA,129NL-01A,Levin et al. (2011),
paleosol,3.44,-8.35,Koobi Fora,Lokochot,NA,129NL-10a,Levin et al. (2011),
paleosol,3.44,-6.4,Koobi Fora,Lokochot,NA,129NL-15a,Levin et al. (2011),
paleosol,3.44,-8.64,Koobi Fora,Lokochot,NA,129NL-08A,Levin et al. (2011),
paleosol,3.44,-7.78,Koobi Fora,Lokochot,NA,129NL-14b,Levin et al. (2011),
paleosol,3.44,-6.97,Koobi Fora,Lokochot,NA,129NL-13a,Levin et al. (2011),
paleosol,3.44,-8.18,Koobi Fora,Lokochot,NA,117NL-19a,Levin et al. (2011),
paleosol,3.44,-6.73,Koobi Fora,Lokochot,NA,129NL-09a,Levin et al. (2011),
paleosol,3.44,-4.84,Koobi Fora,Lokochot,NA,129NL-12a,Levin et al. (2011),
paleosol,3.44,-4.89,Koobi Fora,Lokochot,NA,129NL-02A #3,Levin et al. (2011),
paleosol,3.44,-5.19,Koobi Fora,Lokochot,NA,129NL-06a,Levin et al. (2011),
paleosol,3.44,-5.51,Koobi Fora,Lokochot,NA,117NL-17a,Levin et al. (2011),
paleosol,3.44,-5.42,Koobi Fora,Lokochot,NA,129NL-11a,Levin et al. (2011),
paleosol,3.44,-6.05,Koobi Fora,Lokochot,NA,129NL-17e,Levin et al. (2011),
paleosol,3.44,-6.33,Koobi Fora,Lokochot,NA,129NL-16a,Levin et al. (2011),
paleosol,3.44,-5.3,Koobi Fora,Lokochot,NA,129NL-08D,Levin et al. (2011),
paleosol,3.42,-6.33,Koobi Fora,TuluBor,NA,117NL-18a,Levin et al. (2011),
paleosol,3.35,-7.25,Koobi Fora,TuluBor,NA,204NL-10a,Levin et al. (2011),
paleosol,3.34,-7.27,Koobi Fora,TuluBor,NA,204NL-10b,Levin et al. (2011),
paleosol,3.33,-7.39,Koobi Fora,TuluBor,NA,204NL-10c,Levin et al. (2011),
paleosol,3.32,-8.82,Koobi Fora,TuluBor,NA,204NL-10d,Levin et al. (2011),
paleosol,3.32,-8.72,Koobi Fora,TuluBor,NA,204NL-08a,Levin et al. (2011),
paleosol,3.32,-6.49,Koobi Fora,TuluBor,NA,204NL-11a,Levin et al. (2011),
paleosol,3.31,-8.07,Koobi Fora,TuluBor,NA,204NL-14a,Levin et al. (2011),
paleosol,3.31,-8.39,Koobi Fora,TuluBor,NA,204NL-09a,Levin et al. (2011),
paleosol,3.3,-7.03,Koobi Fora,TuluBor,NA,204NL-13a,Levin et al. (2011),
paleosol,3.3,-7.35,Koobi Fora,TuluBor,NA,204NL-13d,Levin et al. (2011),
paleosol,3.3,-7.16,Koobi Fora,TuluBor,NA,204NL-09b,Levin et al. (2011),
paleosol,3.28,-7.84,Koobi Fora,TuluBor,NA,204NL-13b,Levin et al. (2011),
enamel,3.255,-5.3,Koobi Fora,TuluBor,Bovini,KNM-ER 2872,"Cerling et al., 2015",
enamel,3.255,-10,Koobi Fora,TuluBor,Camelus,KNM-ER 2608,"Cerling et al., 2015",
enamel,3.255,-1.3,Koobi Fora,TuluBor,Elephas,KNM-ER 3191,"Cerling et al., 2015",
enamel,3.255,0.2,Koobi Fora,TuluBor,Elephas,KNM-ER 4106,"Cerling et al., 2015",
enamel,3.255,-2.1,Koobi Fora,TuluBor,Eurygnathohippus,KNM-ER 2786,"Cerling et al., 2015",
enamel,3.255,-0.7,Koobi Fora,TuluBor,Eurygnathohippus,KNM-ER 2788,"Cerling et al., 2015",
enamel,3.255,-3.5,Koobi Fora,TuluBor,Eurygnathohippus,KNM-ER 4073,"Cerling et al., 2015",
enamel,3.255,-1.6,Koobi Fora,TuluBor,Eurygnathohippus,KNM-ER 4075,"Cerling et al., 2015",
enamel,3.255,-2.7,Koobi Fora,TuluBor,Hippopotamidae,KNM-ER 2802,"Cerling et al., 2015",
enamel,3.255,-5.1,Koobi Fora,TuluBor,Hippopotamidae,KNM-ER 2803,"Cerling et al., 2015",
enamel,3.255,-2.4,Koobi Fora,TuluBor,Hippopotamidae,KNM-ER 2804,"Cerling et al., 2015",
enamel,3.255,-2.9,Koobi Fora,TuluBor,Notochoerus,KNM-ER 3334,"Cerling et al., 2015",
enamel,3.255,-11.6,Koobi Fora,TuluBor,Sivatherium,KNM-ER 5865,"Cerling et al., 2015",
enamel,3.255,-6.1,Koobi Fora,TuluBor,Tragelaphini,KNM-ER 2811,"Cerling et al., 2015",
paleosol,3.25,-8.15,Koobi Fora,TuluBor,NA,204NL-13c,Levin et al. (2011),
paleosol,3.23,-7.23,Koobi Fora,TuluBor,NA,204NL-11b,Levin et al. (2011),
paleosol,3.23,-6.38,Koobi Fora,TuluBor,NA,204NL-06a,Levin et al. (2011),
paleosol,3.22,-5.84,Koobi Fora,TuluBor,NA,204NL-12a,Levin et al. (2011),
paleosol,3.12,-7.9,Koobi Fora,TuluBor,NA,688,Cerling et al. (1988),
paleosol,3.07,-8.1,Koobi Fora,TuluBor,NA,1376,Cerling et al. (1988),
paleosol,3.02,-7.3,Koobi Fora,TuluBor,NA,1378A,Cerling et al. (1988),
paleosol,2.96,-8,Koobi Fora,TuluBor,NA,1284,Cerling et al. (1988),
enamel,2.855,-1.9,Koobi Fora,TuluBor,Bovini,KNM-ER 2956,"Cerling et al., 2015",
enamel,2.855,-0.8,Koobi Fora,TuluBor,Notochoerus,KNM-ER 2782,"Cerling et al., 2015",
enamel,2.855,-0.3,Koobi Fora,TuluBor,Reduncini,KNM-ER 5025,"Cerling et al., 2015",
paleosol,2.85,-9.2,Koobi Fora,TuluBor,NA,1246,Cerling et al. (1988),
paleosol,2.78,-10.2,Koobi Fora,TuluBor,NA,1386,Cerling et al. (1988),
paleosol,2.32,-5.9,Koobi Fora,TuluBor,NA,105-111,Cerling et al. (1988),
paleosol,2.3,-6.4,Koobi Fora,TuluBor,NA,105-112,Cerling et al. (1988),
paleosol,2.19,-9.6,Koobi Fora,TuluBor,NA,1252,Cerling et al. (1988),
paleosol,2.14,-9.4,Koobi Fora,TuluBor,NA,1338,Cerling et al. (1988),
paleosol,2.08,-9.1,Koobi Fora,TuluBor,NA,1339,Cerling et al. (1988),
paleosol,2.04,-5.9,Koobi Fora,UpperBurgi,NA,657C,Cerling et al. (1988),
paleosol,2.04,-5.8,Koobi Fora,UpperBurgi,NA,657B,Cerling et al. (1988),
paleosol,2.04,-6.1,Koobi Fora,UpperBurgi,NA,657A,Cerling et al. (1988),
paleosol,2.04,-5.8,Koobi Fora,UpperBurgi,NA,657D,Cerling et al. (1988),
paleosol,,-6.3,Koobi Fora,UpperBurgi,NA,130NL-48a,Levin et al. (2011),member assignation based on age column
paleosol,,-6.53,Koobi Fora,UpperBurgi,NA,131NL-09a,Levin et al. (2011),member assignation based on age column
paleosol,,-7.38,Koobi Fora,UpperBurgi,NA,131NL-08a,Levin et al. (2011),member assignation based on age column
paleosol,,-7.28,Koobi Fora,UpperBurgi,NA,131NL-05b,Levin et al. (2011),member assignation based on age column
paleosol,,-7.34,Koobi Fora,UpperBurgi,NA,131NL-03D,Levin et al. (2011),member assignation based on age column
paleosol,,-6.45,Koobi Fora,UpperBurgi,NA,131NL-05a,Levin et al. (2011),member assignation based on age column
paleosol,,-7.31,Koobi Fora,UpperBurgi,NA,131NL-03B,Levin et al. (2011),member assignation based on age column
paleosol,,-6.02,Koobi Fora,UpperBurgi,NA,130NL-50a,Levin et al. (2011),member assignation based on age column
paleosol,,-6.62,Koobi Fora,UpperBurgi,NA,131NL-03A,Levin et al. (2011),member assignation based on age column
paleosol,,-4.96,Koobi Fora,UpperBurgi,NA,105NL-01B,Levin et al. (2011),member assignation based on age column
paleosol,,-4.7,Koobi Fora,UpperBurgi,NA,118NL-04a,Levin et al. (2011),member assignation based on age column
paleosol,,-4.2,Koobi Fora,UpperBurgi,NA,KN07-102a,Levin et al. (2011),member assignation based on age column
paleosol,,-6.12,Koobi Fora,UpperBurgi,NA,131NL-03C,Levin et al. (2011),member assignation based on age column
paleosol,,-5.8,Koobi Fora,UpperBurgi,NA,105NL-04A,Levin et al. (2011),member assignation based on age column & Wynn 2004 Table 1
paleosol,,-4.23,Koobi Fora,UpperBurgi,NA,105NL-01a,Levin et al. (2011),member assignation based on age column & Wynn 2004 Table 1
paleosol,,-5.27,Koobi Fora,UpperBurgi,NA,130NL-49a,Levin et al. (2011),
paleosol,,-3.68,Koobi Fora,UpperBurgi,NA,105NL-01C,Levin et al. (2011),
paleosol,,-3.43,Koobi Fora,UpperBurgi,NA,105NL-02A,Levin et al. (2011),
paleosol,,-6.14,Koobi Fora,UpperBurgi,NA,130NL-05A,Levin et al. (2011),
paleosol,,-3.39,Koobi Fora,UpperBurgi,NA,105NL-02B,Levin et al. (2011),
paleosol,,-2.71,Koobi Fora,UpperBurgi,NA,105NL-04C,Levin et al. (2011),
paleosol,,-2.05,Koobi Fora,UpperBurgi,NA,130NL-47a,Levin et al. (2011),
paleosol,,-4.57,Koobi Fora,UpperBurgi,NA,105NL-04B,Levin et al. (2011),
paleosol,2.01,-5.6,Koobi Fora,UpperBurgi,NA,674C,Cerling et al. (1988),
paleosol,2.01,-5.5,Koobi Fora,UpperBurgi,NA,674B,Cerling et al. (1988),
paleosol,2,-5.3,Koobi Fora,UpperBurgi,NA,674A,Cerling et al. (1988),
paleosol,1.97,-8.39,Koobi Fora,UpperBurgi,NA,K03-85,Quinn et al. (2007),
paleosol,1.97,-7.72,Koobi Fora,UpperBurgi,NA,K03-84,Quinn et al. (2007),
paleosol,1.97,-7.34,Koobi Fora,UpperBurgi,NA,K03-82,Quinn et al. (2007),
paleosol,1.97,-7.16,Koobi Fora,UpperBurgi,NA,K03-83,Quinn et al. (2007),
paleosol,1.97,-6.88,Koobi Fora,UpperBurgi,NA,K03-86,Quinn et al. (2007),
enamel,1.935,-1.2,Koobi Fora,UpperBurgi,Aepycerotini,f 11221,"Cerling et al., 2015",
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Aepycerotini,f 11351,"Cerling et al., 2015",
enamel,1.935,-1.6,Koobi Fora,UpperBurgi,Aepycerotini,f 11615,"Cerling et al., 2015",
enamel,1.935,-0.6,Koobi Fora,UpperBurgi,Aepycerotini,f 12296,"Cerling et al., 2015",
enamel,1.935,-2.4,Koobi Fora,UpperBurgi,Aepycerotini,f 13035,"Cerling et al., 2015",
enamel,1.935,-0.4,Koobi Fora,UpperBurgi,Aepycerotini,FwJj20-1478,"Cerling et al., 2015",
enamel,1.935,0.6,Koobi Fora,UpperBurgi,Aepycerotini,FwJj20-5638,"Cerling et al., 2015",
enamel,1.935,-3.2,Koobi Fora,UpperBurgi,Aepycerotini,FwJj20-8372,"Cerling et al., 2015",
enamel,1.935,2.3,Koobi Fora,UpperBurgi,Aepycerotini,FwJj20-9577,"Cerling et al., 2015",
enamel,1.935,2.8,Koobi Fora,UpperBurgi,Alcelaphini,f 11306 ave,"Cerling et al., 2015",
enamel,1.935,1.3,Koobi Fora,UpperBurgi,Alcelaphini,f 11373 ave,"Cerling et al., 2015",
enamel,1.935,1.1,Koobi Fora,UpperBurgi,Alcelaphini,f 11468,"Cerling et al., 2015",
enamel,1.935,1.1,Koobi Fora,UpperBurgi,Alcelaphini,f 12005,"Cerling et al., 2015",
enamel,1.935,-1.4,Koobi Fora,UpperBurgi,Alcelaphini,f 12005a,"Cerling et al., 2015",
enamel,1.935,-0.8,Koobi Fora,UpperBurgi,Alcelaphini,f 12676,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Alcelaphini,f 13529,"Cerling et al., 2015",
enamel,1.935,3.2,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-10340,"Cerling et al., 2015",
enamel,1.935,2.5,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-6595,"Cerling et al., 2015",
enamel,1.935,2,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-6932,"Cerling et al., 2015",
enamel,1.935,2.1,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-6957,"Cerling et al., 2015",
enamel,1.935,1.3,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-6958,"Cerling et al., 2015",
enamel,1.935,2,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-7624,"Cerling et al., 2015",
enamel,1.935,2.1,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-8173,"Cerling et al., 2015",
enamel,1.935,2.3,Koobi Fora,UpperBurgi,Alcelaphini,FwJj20-8523,"Cerling et al., 2015",
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Alcelaphini,KNM-ER 4498,"Cerling et al., 2015",
enamel,1.935,1.3,Koobi Fora,UpperBurgi,Alcelaphini,KNM-ER 4658,"Cerling et al., 2015",
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Antilopini,f 11435,"Cerling et al., 2015",
enamel,1.935,-8,Koobi Fora,UpperBurgi,Antilopini,f 12479,"Cerling et al., 2015",
enamel,1.935,0.7,Koobi Fora,UpperBurgi,Antilopini,f 8050a,"Cerling et al., 2015",
enamel,1.935,-1.6,Koobi Fora,UpperBurgi,Antilopini,KNM-ER 1642,"Cerling et al., 2015",
enamel,1.935,-6.1,Koobi Fora,UpperBurgi,Bovini,f 11517,"Cerling et al., 2015",
enamel,1.935,1.5,Koobi Fora,UpperBurgi,Bovini,f 12658,"Cerling et al., 2015",
enamel,1.935,1.7,Koobi Fora,UpperBurgi,Bovini,KNM-ER 4845,"Cerling et al., 2015",
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Ceratotherium,f 5674,"Cerling et al., 2015",
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Ceratotherium,f 6038 ave,"Cerling et al., 2015",
